wbps_gene_id,wormbase_gseq,wikigene_name,entrezgene_id,Rep1.CeMbio.intestine,Rep1.CeMbio.to.PA14.intestine,Rep1.OP50.intestine,Rep1.OP50.to.PA14.intestine,Rep2.CeMbio.intestine,Rep2.CeMbio.to.PA14.intestine,Rep2.OP50.intestine,Rep2.OP50.to.PA14.intestine,Rep3.CeMbio.intestine,Rep3.CeMbio.to.PA14.intestine,Rep3.OP50.intestine,Rep3.OP50.to.PA14.intestine
WBGene00006434,F09E5.15,prdx-2,266858,14.0770199737473,14.878441328104,13.6713100112598,14.9291171994421,13.6230200483031,14.2697567562968,13.6092706269593,14.7475113916311,13.2609777819886,14.6281245079623,13.73787856828,15.0053996652151
WBGene00006510,C01G6.6,mtrr-1,174471,10.2434743277888,9.53929782262781,12.2524644267847,9.2625472920431,10.4663377756369,9.48572570374951,12.4098314775994,8.9674624477584,10.2181068005464,9.57943971565649,12.6683167431145,9.53125349755057
WBGene00006534,ZK899.4,tba-8,191455,4.71769733869706,6.96563512845302,5.12265192686857,5.70532854145772,5.05006462383336,5.68255597036706,6.38586536716662,5.22800813043592,4.76577879018896,7.37984829735381,5.77536335497561,7.1873753295819
WBGene00006562,K01C8.3,tdc-1,174327,7.61846374391851,7.27260632631388,8.40466089135247,6.98832675561648,7.73648554524681,7.57660056020598,8.47158243199081,7.15024465347178,7.53550262879034,7.32230240601673,8.61181603820848,6.89646756427467
WBGene00006572,C06G3.11,tin-9.1,177475,8.81167309602723,8.94025306530865,9.09916896006814,8.21011995895716,8.80356573394726,8.66991541573928,9.00075745731765,7.95013541661231,8.65285974903676,9.04319777583041,9.25308024202261,8.23719914030591
WBGene00006589,T08B1.2,tnt-4,178679,8.66702986285816,7.18480801757791,8.44115992779715,7.37890041267876,8.86697770240506,7.71389098123315,6.62501451780657,7.56665393460372,10.2805746336536,7.24830836040421,6.97304512666813,8.04190695491623
WBGene00006832,C41C4.5,unc-105,174306,6.56781937787434,6.16307904250417,6.47135146866751,6.61646207933941,6.9648321072725,5.67433384270684,6.35216289357102,6.38640472426562,7.66687787054666,5.64718165469902,6.07343540974608,6.15401652769001
WBGene00006890,K07E3.8,vem-1,181066,9.69636702151623,10.617732919836,10.6611010201494,10.5099820159032,9.54910128228201,10.8061308632091,10.5421091103898,10.2469314037812,9.13505405492932,10.284241896366,10.6405896134871,10.0864491314641
WBGene00006925,K09F5.2,vit-1,181034,11.1850501140979,5.79264115337619,6.58333782257561,7.90275776592418,9.39229326071792,7.0334699844549,7.07728213745363,6.85929492354397,9.80069070395951,4.73537198518918,7.02888340233742,5.58597282364138
WBGene00006952,ZK377.1,wrt-6,180638,7.81397082170423,6.82330122550782,6.15440363003503,6.31485603784979,7.19729771452102,5.91114517865827,7.14930054021419,6.23704985766194,9.67089550321531,6.47719232708444,7.18679287606982,7.05328755874064
WBGene00007018,C55B7.9,mdt-18,183844,7.12829866152546,6.91949165535575,8.24996631350414,6.73192538837551,6.90363364042845,7.73409748466356,8.00455665010871,6.78267616127078,7.23750198511975,7.32428547936422,8.02718848461265,7.05992182837859
WBGene00007097,B0024.4,B0024.4,179432,8.40197215002595,10.8184232946653,7.83775381876371,10.2974127620855,8.85127152017862,10.8437544359833,7.49214525445051,11.0011526492607,7.07342841856663,9.9170504312453,7.46169125840337,10.5019630493403
WBGene00007129,B0272.3,B0272.3,181169,11.3267471508455,10.9081131361121,11.7383221489314,10.669418224458,11.1710964913557,10.8814608062757,11.5604978177356,10.0573665102884,10.6601169073586,10.5754990479863,11.728369521964,10.5877788508038
WBGene00007153,B0365.6,clec-41,179797,12.8334481909965,13.0127588310271,12.329873935461,14.0077595530364,12.4526562373462,13.1526231122234,12.1838593834486,14.2309637890988,11.357214440042,13.1976845145521,12.2600647561044,13.9846394739318
WBGene00007330,C05C10.3,C05C10.3,174548,12.0040809510414,11.0748915527536,12.3061641986632,10.6651323202263,11.6733448590234,11.1590246199179,12.2372178142427,10.2195119216442,11.2943534722436,10.7264614212602,12.3330019603618,10.3649923084168
WBGene00007334,C05C10.7,C05C10.7,259458,4.77396064014178,5.30038093395047,4.49882574756263,5.1488668170263,5.33718190308171,5.18574923388371,4.60600932185217,5.08356670660884,5.42333225170545,5.42328985246277,4.5975494365671,5.20270531299171
WBGene00007358,C06A12.5,lact-6,182288,4.00811300662378,5.71858496400042,5.26436691853131,4.33931209948738,4.00591002048554,4.70703208158459,4.76024978554917,4.5117738999835,3.99314835557967,4.6672252291634,4.57434262801381,4.10874758132987
WBGene00007362,C06B3.3,cyp-35C1,179885,9.99803990971583,11.9498602637178,12.2411488431074,12.0108850463678,9.89147930040831,12.5302165419878,11.9965134591888,11.6676897973174,8.59260884224392,11.8101063738445,11.9462168112951,11.0817037063485
WBGene00007388,C06H2.4,folt-1,179544,6.88365783106547,6.61365645212542,7.0627964605204,6.21797544574576,6.67870555778497,6.24327405124335,7.19515143222427,5.76802295899256,6.99120492735389,6.42039639771707,7.03674055310969,6.10915244473301
WBGene00007392,C06H5.1,fbxa-156,180171,7.01675147045602,6.56807436230005,7.4120037089181,6.39772471501287,6.97497128697201,5.94884160668617,7.70340757423167,5.29094883570619,6.34162815350094,6.39187155712766,7.6375395609258,6.23160255199427
WBGene00007422,C08B6.1,ugt-17,179406,9.82453378122232,9.00278266772555,11.3337748443709,9.02629077909142,10.3473431807045,9.05840145469612,11.2411508985291,8.28003297368982,8.7979021739446,8.50884818849758,11.3575673457179,8.47691747031226
WBGene00007440,C08E8.4,C08E8.4,182409,6.59414866610806,9.03725350347852,7.10547585849846,8.88326068526708,7.0528602695308,8.53040415130264,7.82492070999988,9.77126405135903,5.97967223757647,8.82109133714733,7.96222420155594,8.98156141045727
WBGene00007545,C13B4.1,C13B4.1,175104,10.4403145805701,11.2100653496586,7.92945083242401,11.4645925237422,9.93045906071155,10.7741279731051,8.62016061494136,10.4529519276956,9.88407694142256,10.4336876481453,8.00583708134048,10.8713479146483
WBGene00007548,C13C4.4,C13C4.4,179661,4.17610511706611,3.735268291551,3.7398695080858,4.07667066488664,4.10557730266423,3.74834671449413,4.13822387499875,4.43196008834176,4.40531061394624,3.74090188343206,3.84199282467557,4.12108793144818
WBGene00007559,C14A4.8,C14A4.8,174636,3.50794537754084,3.17893782617423,3.18176763010853,3.48763136596424,3.41527250880073,3.18700689475471,3.36563884594741,3.38119894850903,3.88275971953476,3.18240392065162,3.2692697006572,3.32070188663948
WBGene00007565,C14A6.1,clec-48,180188,9.10930364053909,9.23020617008248,11.4149799928798,8.75862656768278,9.0358460120937,7.783294443539,11.6656741731607,7.00531628299601,8.43920610380502,7.30196633377631,11.8292115247029,8.89133505719902
WBGene00007605,C15C8.3,hrg-7,182635,14.6337584057368,11.9175490111677,13.0254328911763,13.0584145583425,14.5024457700423,11.8399568040353,13.0954111205518,12.3948885315522,13.2028279071695,11.9946769202783,13.8585069058041,12.8646954630276
WBGene00007818,C30F2.4,C30F2.4,3565278,4.44105517801062,5.65686274906571,4.27491173835067,6.21401060766634,4.11357960159394,4.34447462780972,4.00688402927564,6.33861442176554,4.23044600649808,4.73164486787452,4.02882323006614,5.99714061808802
WBGene00007829,C31A11.1,oac-5,183069,4.0928696169949,4.02072194875657,3.75143803547366,4.30300348884521,4.18568634645421,4.14915449815289,3.80903996202295,4.76479795335429,3.78164179543274,3.75268419982741,3.73025254036717,4.4149604719514
WBGene00007836,C31C9.2,C31C9.2,175012,10.8672214591996,11.4952155992239,12.1469905437648,10.1603080451897,11.0892065402541,9.89378654957563,12.1037567963353,10.5525716753294,11.2178371309728,10.702315808845,12.6952186981598,10.9719956156092
WBGene00007864,C32H11.1,irg-6,183126,5.06337298925341,11.7545276639008,4.95854101621336,11.0400995177203,6.21798398520805,11.2521492180366,4.55181474304011,10.6698721208101,4.31887746269663,11.0987353852255,4.73965562614319,10.6563885208717
WBGene00007866,C32H11.3,C32H11.3,183128,8.1961002914436,8.17517498324775,5.36330663202664,7.87998263028105,7.25439971255844,7.15387668859039,4.63092139302535,7.84260444600478,7.53537225483772,7.60250693538052,4.72183406020092,7.91722058787283
WBGene00007867,C32H11.4,C32H11.4,178244,12.4566387218279,15.5100395911215,8.40522036818741,15.1976034454325,11.7895228286831,15.118210114637,9.00821418351291,15.258369499726,11.4516169369531,15.5622965561253,9.71976575552393,15.7001844763619
WBGene00007872,C32H11.9,C32H11.9,183133,8.19818801173251,11.0268461915451,5.11630369185424,10.9100441957283,9.79435805009936,9.96307227614949,4.83375743850171,12.056855555192,6.91352975894035,10.5762518235099,5.65705298164196,12.21269692096
WBGene00007873,C32H11.10,dod-21,183134,9.71685232038831,11.3177727562701,6.51622587954106,11.1431296934826,11.1635644420408,10.4204461019797,5.15937155099541,12.1927981188143,8.37474136740334,10.9297589701811,5.59914593519126,12.2551227298347
WBGene00007875,C32H11.12,dod-24,178245,13.7459502215826,15.2518281644538,9.46184981728692,15.3685292662832,13.3896545724734,15.0673168106297,9.93261311046189,15.6223209861987,12.445406720083,15.1731240941975,10.1580487653712,15.7911142094205
WBGene00007876,C32H11.13,dct-19,183136,4.310440343719,4.83562013821717,4.09226224730647,4.68670407211079,4.20471675780626,4.98455045617078,4.04164739300955,5.58873608070269,4.07753494236149,5.08264163579032,4.05051892886167,5.03808739851442
WBGene00007935,C34E11.2,C34E11.2,181359,7.36690272320661,6.00224503919101,6.36665172048251,6.36670947702825,7.01668445044748,5.8007622397026,5.38667046874964,6.19887877538152,7.47651924470925,5.36108833926187,5.87223580346041,5.78735589173588
WBGene00007943,C34F6.9,C34F6.9,181312,8.27396811189256,7.51194020497237,8.52047605215682,7.81996293131944,8.44257965682812,7.4867614948142,8.40273582357035,8.0738900213583,8.2472242779214,7.44866982520009,8.49199173857352,8.13387485559909
WBGene00007977,C36B1.10,gska-3,172683,3.3909735214781,2.87937968708317,2.8838893139751,2.99214565490275,3.27780237752691,2.89193797094864,2.86248201596078,2.96489240828277,3.91432314401081,2.88488715006833,2.86626333921359,2.87306559954619
WBGene00007989,C37A5.2,fipr-22,259409,3.95301190916629,4.2727945493145,3.85617850593893,4.53571027222642,4.11585103312655,5.0200207592957,3.8207213057503,4.96077604639525,4.07405560307797,3.85787986838517,3.87215119347797,4.48562635187592
WBGene00008043,C40H1.8,C40H1.8,3565371,7.659222552845,9.08081775259271,9.99034092361006,9.52696030217162,7.26625261221881,9.03593976898981,9.62960383883552,8.88340860419514,7.02632727765031,9.01047286769693,9.90005583716225,8.7448279904658
WBGene00008132,C47B2.6,gale-1,173171,10.6813898934348,10.6964547711061,9.52168892610735,11.6863048895102,10.2271473255718,9.97257685337714,9.70985647643042,10.705729795226,10.5475438309918,11.4907201715105,10.0287318238065,11.4344855147751
WBGene00008205,C49F5.1,sams-1,181370,13.8257690840858,12.4905308371036,13.7716415853377,12.3351720199437,13.7301486255378,11.5651702356986,13.9425146628728,11.0571001288357,13.6635640108933,11.9082830598829,14.2544475683056,12.4886868958464
WBGene00008301,C54D10.7,pals-39,183784,5.66993851530625,6.9001378170386,6.45897119801308,6.05807179081685,5.67470397119145,6.82908693711186,6.3701053004258,7.21314496247778,5.1440494157817,6.92686000323251,6.01371356080561,7.15569679683326
WBGene00008333,C55A6.4,C55A6.4,183833,7.4411390769139,8.63977459460012,5.90421574189733,9.39595175608119,6.44676627212175,8.41118967323706,5.87120686946856,9.21031129356829,8.04293789292345,8.25056858878664,5.11598573817122,9.56996587497642
WBGene00008334,C55A6.5,sdz-8,183834,6.64427288715647,8.14954724228759,5.57610362200936,8.86424785287646,5.91321007849655,8.02038452753002,4.98095483899552,8.44365152574752,6.48123244409593,7.56192121636664,5.95886989510049,8.45198198450774
WBGene00008335,C55A6.6,C55A6.6,183835,5.81811564238329,7.40125967489686,4.9028501338139,8.09689011990938,6.10387375871709,7.16936329922817,5.48752168996686,7.63351646944735,5.7726402126346,7.333014059478,4.99868427965921,7.40706124014832
WBGene00008341,C56A3.2,ttr-44,179835,11.7808284913907,10.8867806030515,12.2738521230948,10.4843119970455,11.7851290143096,11.0246240932154,12.2475293264957,10.4119833104902,10.5241790308622,10.3468179857646,12.1689271079358,10.8450253027496
WBGene00008356,D1025.4,nspc-20,181549,7.36420826362552,7.27506096696818,6.29619873431477,7.2053818592968,7.31306802598547,7.03279063212916,6.43353027808459,7.84102825068708,7.73686913059611,7.4549553522928,6.74361218487406,7.9755589636415
WBGene00008408,D2023.4,D2023.4,183946,9.02353213553578,8.95380814320496,9.18384367384049,8.28202860333697,8.87807782913784,8.72995238886227,9.71094770183729,8.07667178304826,8.48532771205091,8.75151704019614,9.71113747341858,8.36776694455735
WBGene00008409,D2023.5,mpst-1,179617,9.38538868654107,9.3053769000784,9.71596482077587,8.94538179303703,9.42067180059751,8.75379049171056,9.74426980451044,8.3243594838068,9.2576925878905,9.19892551121015,9.85741342406861,8.72408527898146
WBGene00008419,D2030.9,wdr-23,172518,11.2549756005233,11.5060295811533,10.1557265773993,12.1596692680248,10.6705532529232,11.1228120891348,9.94457548217458,11.7659884939162,10.2797957095945,11.8868176309688,10.0403369119513,11.7832488315138
WBGene00008436,DH11.2,DH11.2,174283,8.09725420833393,6.8743505900218,10.5341549948643,6.53433106453689,8.78479101960382,6.71115641134673,10.475251130505,6.72900280450502,7.69545562421292,7.36455483421821,10.567523176869,7.43748131200041
WBGene00008446,E01G4.3,E01G4.3,174988,8.9587317916621,6.89932240630342,9.37057259662984,7.29530619334784,8.88321279263972,8.15449127280869,9.59144877038954,7.53940647803087,8.96343270848934,7.92929913292345,9.48872028747426,7.95471816166039
WBGene00008448,E01G4.6,E01G4.6,174990,11.2520504396645,6.06243925647935,4.84608058090701,6.10916083343105,10.585870361638,4.38619980516583,5.13676174780419,5.2977090477099,12.6533438327823,4.1966835349856,5.10446102127367,5.14217600418597
WBGene00008463,E02H4.5,E02H4.5,183996,3.7756029716801,3.44737642007977,3.60831379364465,3.43664252090971,4.19598459971263,3.45775017573853,3.80760169031036,3.60953643705884,3.96930380750795,3.45183939987311,3.73465842426877,3.63718562796121
WBGene00008477,E03H4.10,clec-17,173111,7.25183447612229,8.9402651709507,7.26841729315053,9.88785231118256,6.66370333216734,9.70739450926794,7.25445254276596,10.2943324819359,5.71472213008648,9.75239709747172,6.81676687837766,10.9092557726254
WBGene00008492,F01D5.1,F01D5.1,175049,10.555891147119,11.4792618585525,9.96405279575858,11.2702938725949,10.0061595207393,11.5358426715889,9.92909885046731,11.5628553259753,9.1595940864935,11.6518192746607,9.89617529379698,11.8790511016141
WBGene00008493,F01D5.2,F01D5.2,184056,8.70587663050055,8.7858155705395,7.21048281432177,9.39887044862985,7.77327322277629,8.70359095221525,6.33684665059828,9.10050539291704,7.2940601785774,8.74362005338647,6.34153030342628,9.39407686389922
WBGene00008494,F01D5.3,F01D5.3,184057,9.95426330419374,9.19930871910132,7.516058596241,9.39711276793616,9.38785805594688,9.23473472108735,7.90218264269779,8.96229921196609,8.72814127051219,9.1839740575549,7.93015493969505,9.60101915249927
WBGene00008511,F01G10.9,F01G10.9,177909,7.94373481642979,7.06998999759998,5.25778536850791,6.49664337780873,7.66198908771678,5.31317818304383,6.42077127979394,5.27738448474081,9.9640302704832,5.89164324920127,5.68696641977492,5.52088932965719
WBGene00008560,F07H5.9,pho-13,184165,9.72841264006868,8.82477843623987,10.8201757744339,8.74082161337904,9.6506852553085,8.24832183126576,10.9054466218847,8.42927826790268,8.74781584751036,8.92497347239169,11.0340289270403,8.86534902418011
WBGene00008577,F08G2.5,F08G2.5,184201,7.00894841002431,8.96289556961731,7.14496846667884,9.03576720466785,8.17577343550424,7.70581838523569,7.20728991348508,9.86179344563118,6.53929518243178,8.80655773472579,7.25377524255001,8.73232179471019
WBGene00008584,F08G5.6,irg-4,184206,10.9463419601832,14.6412181233866,11.1944968111725,14.8114855856523,11.1867859493927,14.5435063243121,10.7062292994467,15.2860377842662,9.76875071521494,14.563269396725,10.82411799013,15.1816301505276
WBGene00008593,F08H9.5,clec-227,184216,6.96928695707884,6.29927073443348,7.48794792051528,6.13820673835195,6.18834183327184,5.3665406422251,7.54212512110945,5.43817314110855,5.7224002488669,6.00886714634925,7.76973173289282,5.85214616556401
WBGene00008599,F09A5.2,F09A5.2,181440,7.45274622905561,7.45182664302214,6.4893061363476,7.65713281647146,7.12219508187084,7.22285479672936,6.3492394432114,7.87553765179937,6.33809643496668,6.70322911995396,6.01940053627927,7.25024747360344
WBGene00008610,F09C3.2,F09C3.2,184226,5.87477056315867,6.09990652607835,5.42962668246127,5.66470703404032,6.00506069593466,6.51589825157935,5.14706204744542,6.12818730330498,6.5391514012254,6.69329425198592,5.11612229694704,6.2646491392588
WBGene00008632,F10A3.2,fbxa-88,184273,4.62139017062558,4.81811207322068,4.53863628806414,5.32618204447726,4.77119938234501,4.83213611581979,4.55526786257056,5.82917850398364,4.52833886788637,5.22961303579881,4.34804961240758,5.2815518548594
WBGene00008633,F10A3.3,fbxa-18,184274,3.64447918499989,3.9578318274557,3.59232395449775,3.99420236986596,3.63132374676803,3.62230258572151,3.48874772970018,4.31182128861058,3.5521131949192,3.81458242909128,3.49186617632867,3.91269315298598
WBGene00008678,F11A5.12,stdh-2,184337,4.31866304921449,6.4283989930415,4.75399013897865,6.58033799937522,4.25654418841052,5.52671143343009,4.84604084917847,5.45910916461146,4.42672139807346,4.95727689055189,4.68630239087214,6.30094731600275
WBGene00008694,F11C1.5,vwa-8,181431,11.4390773706325,10.3331006778522,12.0669402819998,10.662484589954,11.4869756695515,10.2721295812101,11.9310974267627,10.3488785610769,10.9052531037457,9.93945467883278,11.7761805357787,10.5468208060772
WBGene00008698,F11D11.3,F11D11.3,184350,3.82668424878264,4.64174225940479,3.92108617996781,5.11296971004384,3.82234241854552,4.73417984159214,4.13141631980236,6.4035796151731,3.79660278753509,3.92536139659887,4.64054338760801,5.66243985854717
WBGene00008802,F14E5.4,acp-2,174343,4.18715876067833,3.64495571629957,4.10535476420459,3.83744220336031,4.15734611109247,3.66102714071639,4.02445399553398,3.98839794774727,4.86762371736841,3.65191173622344,3.62895650765188,3.6994208361063
WBGene00008829,F14H3.10,cyp-35D1,184495,7.22137211641708,11.8334751695549,7.30666353868251,11.1320823543261,7.66600127642254,12.7518420424766,7.01033127032192,10.7313114154726,6.44083187242256,11.595324342231,7.7785651268235,10.5881261521038
WBGene00008850,F15B9.6,F15B9.6,184523,7.33647222243578,7.52899350563938,5.86187963746162,7.31834787194915,7.3167961278509,7.19507120398378,6.47876276797412,8.3790621940907,6.75909937646165,7.39029551767642,6.08523708105744,7.59063790513778
WBGene00008856,F15D3.6,F15D3.6,173040,9.72812439752973,9.30029852898078,10.466212048087,9.15362073259023,9.41061946862489,9.5260163384377,10.2941208597171,9.16369390826151,9.22808957217032,8.78741488960095,10.2402081389789,9.11109405319026
WBGene00008915,F17C11.4,F17C11.4,179518,7.28931284354789,8.02247014645585,8.37296646155824,8.27492204088452,7.33066852649758,8.42035409517334,8.17903296636853,8.53409051174713,7.50326930056105,8.59266503732324,8.36839206544685,8.31553399708036
WBGene00008917,F17C11.6,F17C11.6,184616,7.72524602880781,6.89905473955377,8.58486485967665,6.53590216679084,7.25529939476142,6.82841494887118,8.49221773977111,4.98603820560374,7.07234149166563,5.90475420504783,8.36032507020017,6.24195280334028
WBGene00008922,F17C11.11,F17C11.11,179515,9.64431120692019,10.2466439114997,9.19829624185812,10.1128724265463,9.62464382010796,10.3848122986719,8.96992261828177,10.736271454096,8.34627421599815,10.0739092533655,7.67032963602902,10.4384559876015
WBGene00008925,F17H10.1,F17H10.1,181439,8.2602838418396,6.75148971979426,9.23920350208001,7.59730352527015,8.15631458596548,7.27923522895933,9.67640388061364,7.20149896770827,8.44495557443812,7.35666318777017,9.64139863552233,7.70510047600813
WBGene00008940,F18H3.4,F18H3.4,181474,8.81030299865344,8.59218526000758,8.62428251316318,9.64871571175042,8.90632449241766,8.11673908330937,8.67828840348384,10.3113801598243,8.26301178467198,8.70291443356838,8.41785997807326,9.65239706216975
WBGene00008988,F20G2.5,F20G2.5,184745,8.60255993561862,9.53630551645654,7.55539399025593,9.85559795009185,8.65429557487129,10.6382517122194,7.15971432639009,9.92689061175523,7.20348046629541,9.49561616563354,7.08362924845116,9.68105466199853
WBGene00009048,F22B8.6,cth-1,180079,6.97262804227778,6.42199205407605,11.1991497241682,6.80975548235368,6.86099784431748,5.51795028091429,11.7906661403249,5.00458476757278,6.06186146706224,6.55597999201181,12.6321713370653,5.99713072834147
WBGene00009049,F22B8.7,F22B8.7,180078,9.31584733246784,9.10233456381334,10.8220812109778,9.15793225613101,9.09551377279222,9.42335267473841,10.8904392036237,9.15757056361112,8.8994467219133,9.14100306622119,11.4616079349205,9.20190397522493
WBGene00009115,F25F2.1,F25F2.1,175589,5.43192419112484,5.95903640316399,4.88104756665438,5.94746694864291,5.32539422506815,5.92801414324896,4.79423642911075,6.25313873986773,6.31264884463803,5.70876313328184,5.00939701185409,5.48880634926569
WBGene00009146,F26C11.1,F26C11.1,184959,7.11990070149181,5.67552044077287,6.01411286518249,5.50139691958139,6.76486956076456,5.37848309107776,6.67337475847896,5.28383986741205,6.88123179323572,5.0520121476858,6.96357097590236,5.57750507863429
WBGene00009187,F27D4.1,F27D4.1,172535,12.3843487528136,11.8182445151075,12.7926993186555,11.8537743680188,12.203782892086,11.5625599098854,12.6647355871725,11.4588685361907,11.8636786121657,11.5898882800854,12.8768870975659,11.7839542453916
WBGene00009215,F28D1.5,thn-2,178187,7.8560969087687,5.28546928656753,8.80682400805852,4.81708074449115,7.3037295316679,5.82376273776744,8.44268989216704,5.1884356117429,6.96561190479005,6.05524734306783,8.1313759059666,5.44259368512631
WBGene00009221,F28F8.2,acs-2,3565680,6.43052845085314,3.78482660117567,10.2328043993106,4.0630553254789,4.010129870686,4.87896642959764,10.8239832503093,4.61162380052549,5.034095980632,3.93691619885998,10.0402225122943,3.57158915664755
WBGene00009334,F32D8.12,F32D8.12,179506,8.35387422947799,5.483962386773,10.1165207725081,6.793349184623,8.52800536452881,7.00013915266009,10.064962658996,6.70027447246903,8.20661689092545,6.25379428914814,9.7604049411958,6.08761265593498
WBGene00009397,F35C5.9,clec-66,174929,12.7814618742655,12.0317611167933,9.79397133217622,12.5437407418638,11.9910671421801,12.0484871277315,9.96157960189285,12.9443522493834,11.1011943482594,11.6541152055562,10.161755516793,12.4174398246995
WBGene00009418,F35E8.2,F35E8.2,185293,4.9449783684664,5.82224708970838,5.21105410504839,5.82213900861012,5.04775583744366,5.6922786072629,5.12070800124078,6.04708456263803,4.78300270766203,5.89433800793421,5.10405384987078,5.91085964203534
WBGene00009429,F35E12.5,irg-5,185307,10.4772044785104,17.3038434314348,9.69672908380911,17.0972178460842,9.41512918245798,16.94647234117,10.5589249442542,17.665175525992,10.5349782941771,16.891817061301,10.9167207980333,17.6012038441003
WBGene00009430,F35E12.6,F35E12.6,179866,12.8610382095966,12.6126204448495,11.3719721165383,12.7480556118393,12.4578945160865,12.4474068891757,11.2813665822256,12.8906206825416,11.7667166385511,11.9871884676496,11.4639706712478,12.6359513688073
WBGene00009431,F35E12.7,dct-17,179865,11.6656858644554,13.0197465270135,9.1198689872742,12.7498621779675,11.1312160754738,12.5030512316821,9.14028976393575,13.0737861026137,10.6537998344865,12.3870275482873,9.3075881648359,13.3270287637893
WBGene00009432,F35E12.8,cld-9,179869,10.3258720549266,10.629829843212,9.61407965633209,11.3185615525092,10.2587578081383,10.9870434600465,9.53302069066899,11.8678846163329,9.06239064157698,10.2288786431166,9.72123942650897,10.9983592714661
WBGene00009488,F36G9.12,oac-20,185375,11.6959336761047,8.16513474845221,9.60624267771062,9.41623308410998,11.7229947929607,9.1314143385728,9.07684560869051,9.54874414911313,10.2216467360766,8.6278048110178,8.36557756995704,9.41989208332775
WBGene00009493,F36H1.5,hrg-4,185380,8.91669568261959,6.81026365666863,7.59488204149006,7.73717741045121,9.06929752505306,6.34168666869095,7.64301883842091,6.78297463150334,7.61440270886667,5.78423883064215,8.38164309153668,6.90323743731766
WBGene00009494,F36H1.9,hrg-5,3565185,3.25971205351614,2.95272179108171,3.27966993421999,2.94639435043279,3.28171215108926,3.05592390802771,3.32645718575141,2.94711472512399,3.029902546798,2.99566033372431,3.19761784235633,2.9497898939841
WBGene00009515,F38A1.1,clec-170,3565354,9.43840957719177,8.33096490860016,9.67223996516998,7.91431957906869,9.38972542462807,8.24388352241208,9.82813825359292,8.2205337551089,8.31775874858947,8.80350481110595,9.88785200907259,7.95358920028546
WBGene00009518,F38A1.5,clec-166,185435,8.21820500069506,5.45670794515251,8.86106934096481,5.51976911050266,8.21458597947132,5.26003911897495,8.62645116224518,4.31228401829148,7.90505532991719,5.39346360161359,8.24989041492469,4.91958542139431
WBGene00009526,F38A1.14,clec-169,3565430,7.59026453922327,5.9545053688526,8.9258929210629,6.46661778976985,7.1856190575433,6.23130705085523,8.84314962073392,6.62150816730596,6.34898113704198,6.87541729556724,8.5964521220722,6.55280841483989
WBGene00009634,F42F12.1,nspc-9,181391,6.60114440685502,6.16445821234366,5.12717171199105,5.91616068665357,6.4810022835034,6.34649868772978,4.9967491386925,6.5098507101328,7.07681611412539,6.42008093415303,5.46962869589592,6.38483737314403
WBGene00009638,F42F12.7,nspc-14,181395,7.79774405895379,7.91216862868986,6.72817182659177,7.43805284915549,7.82504975259821,7.97963659724003,6.39972897141551,8.12221057129114,8.17472303235146,7.67367118480574,6.6221269745326,8.19811075632618
WBGene00009677,F44A6.5,F44A6.5,185725,7.72906929819741,7.75633957735492,9.509686105632,7.21978717376621,8.4285614588256,6.47811363425426,9.97452215112867,7.88051032920662,7.94438099982198,7.32556063015879,10.2589786285733,7.83919317164772
WBGene00009686,F44D12.9,ent-7,177862,8.18250188200167,7.67367230966496,8.9073220388724,7.07109213349115,7.9553479484257,6.71664728236392,9.05070410809492,7.59926319907619,7.52773271814365,7.57866740124157,9.0903639397375,7.38086946070686
WBGene00009706,F44G3.2,argk-1,180080,3.87587977017323,3.54714799917443,11.4279176825906,4.40856985049856,3.66116437587317,3.89962200985252,12.1628866781009,2.9972874597347,3.47733553932304,3.71731344893273,13.0131931052787,3.30547816723661
WBGene00009710,F44G3.10,F44G3.10,185758,5.29164382736776,5.58605053089941,4.51735181539883,6.5966380696832,4.71443829952539,5.9118176756374,4.57744491303802,6.53147117815877,4.54462778606223,5.47191010306345,4.95521194816697,7.0233938104743
WBGene00009787,F46F2.3,F46F2.3,181619,9.07519749800994,8.68240084249682,6.81217327877901,9.49733155086763,8.50839014385117,9.21675883628662,7.4832992191055,7.53565725404387,9.46294037381717,8.1758580182179,7.8129303709248,10.2944958013116
WBGene00009805,F47B8.4,F47B8.4,179930,4.39137050909955,4.79335979443752,4.70003687968419,5.64659698526342,4.4180893438656,5.80023793897553,5.38879981508855,6.24603658118446,4.3386124764758,4.79884205265812,4.75860548639144,5.34683940765037
WBGene00009809,F47B8.8,F47B8.8,185900,4.02112826725678,3.68801348831404,4.21639313916647,4.12442531087965,3.80980641785667,3.70007009566027,3.87532043415413,4.01296862218015,4.40230377199964,3.69320211733806,3.95939566507157,3.99514616712569
WBGene00009888,F49E2.5,F49E2.5,181175,12.9553631030113,12.6844971040098,12.5338853670427,13.2255108754438,12.9727137237482,12.6288494394745,12.3024461258017,13.486582620821,12.8933995720988,12.6355883356097,12.2289347124582,13.1136414697713
WBGene00009895,F49E11.10,scl-2,178251,9.04321772196404,11.0296744816278,10.7655076402094,11.3647591101863,9.09974997545476,10.5063560155764,10.9009992901638,11.8731074787868,7.76971439034652,11.7182307746792,10.9242635870898,11.9223826821542
